,Unnamed: 0,Food,Food_code,GRMS,KCAL,TFAT,SFAT,PROT,CARB,CHOL,SUGR,SODM,FIBE,co2,Food_type,ingredients,m_hei,f_hei
0,0,"Cuban sandwich, (Sandwich cubano), with spreadStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Stewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",109940590,450,965.7956571058168,47.709123318748965,15.79525198509156,55.89150866958358,75.98225571220223,113.2150380813483,9.741208880246308,1917.711878139686,5.75636039539783,1.145318681518278,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",3,3
1,1,"Cuban sandwich, (Sandwich cubano), with spreadStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Black beans, Cuban style (Habichuelas negras guisadas a la Cubana)",109940700,450,938.095571755792,40.41574271359353,13.01902061030543,56.16411806673275,84.79762911940426,102.60443470587356,10.72025213360326,2033.224788330091,8.29683016616642,1.081406019378232,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",4,3
2,2,"Cuban sandwich, (Sandwich cubano), with spreadStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Yellow rice, cooked, regular, fat added in cooking",124935670,450,929.1852699098188,41.25952978159268,13.0593666397249,51.96424946290441,85.02056969418607,102.1957543347918,9.40055752565184,1970.560498194106,4.3738797044955,1.1216215120841149,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",3,3
3,3,"Cuban sandwich, (Sandwich cubano), with spreadBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Stewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",109940700,450,938.095571755792,40.41574271359353,13.019020610305429,56.16411806673275,84.79762911940426,102.60443470587356,10.72025213360326,2033.224788330091,8.29683016616642,1.081406019378232,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",4,3
4,4,"Cuban sandwich, (Sandwich cubano), with spreadBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Black beans, Cuban style (Habichuelas negras guisadas a la Cubana)",109940810,450,910.3954864057667,33.122362108438104,10.242789235519298,56.43672746388192,93.6130025266063,91.99383133039883,11.699295386960207,2148.737698520496,10.837299936935011,1.017493357238186,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",4,1
5,5,"Cuban sandwich, (Sandwich cubano), with spreadBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)Yellow rice, cooked, regular, fat added in cooking",124935780,450,901.485184559794,33.966149176437256,10.28313526493877,52.23685886005358,93.8359431013881,91.58515095931708,10.379600779008792,2086.073408384511,6.91434947526409,1.057708849944069,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",4,2
6,6,"Cuban sandwich, (Sandwich cubano), with spreadYellow rice, cooked, regular, fat added in cookingStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",124935670,450,929.1852699098188,41.25952978159268,13.0593666397249,51.96424946290441,85.02056969418607,102.1957543347918,9.40055752565184,1970.560498194106,4.3738797044955,1.1216215120841149,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",3,3
7,7,"Cuban sandwich, (Sandwich cubano), with spreadYellow rice, cooked, regular, fat added in cookingBlack beans, Cuban style (Habichuelas negras guisadas a la Cubana)",124935780,450,901.485184559794,33.96614917643725,10.28313526493877,52.23685886005358,93.8359431013881,91.58515095931708,10.379600779008792,2086.073408384511,6.91434947526409,1.057708849944069,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']['garlicbulb', 'beanblackseed', 'cottonseedoil', 'oliveoil', 'rapeseedoil', 'waterindirectallsources', 'beetsugar', 'cornfieldoil', 'grapewineandsherry', 'onionbulb', 'peppernonbell', 'sugarcanesugar', 'spicesother', 'soybeanoil']",4,2
8,8,"Cuban sandwich, (Sandwich cubano), with spreadYellow rice, cooked, regular, fat added in cookingYellow rice, cooked, regular, fat added in cooking",139930750,450,892.5748827138209,34.8099362444364,10.32348129435824,48.036990256225245,94.0588836761699,91.1764705882353,9.059906171057374,2023.409118248526,2.9913990135931696,1.097924342649952,main_dishsideside,"['milkwater', 'cottonseedoil', 'porkmeat', 'cornfieldoil', 'porkfat', 'saffloweroil', 'milknonfatsolids', 'cornfieldsyrup', 'sunfloweroil', 'rapeseedoil', 'soybeanoil', 'beetsugar', 'wheatflour', 'soybeanflour', 'milkfat', 'sugarcanesugar']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']['soybeanoil', 'saffloweroil', 'milknonfatsolids', 'onionbulbdried', 'rapeseedoil', 'milkfat', 'ricewhite', 'sunfloweroil', 'waterindirectallsources', 'cornfieldoil', 'milkwater', 'garlicbulb', 'cottonseedoil']",3,1
9,9,"Bread, CubanStewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)Stewed beans with pork, tomatoes, and chili peppers, Mexican style (Frijoles a la charra)",133525190,450,955.99173553719,23.80716253443526,7.55750688705234,38.24690082644628,149.05578512396693,22.038567493113,13.064738292011018,2096.143250688706,8.7465564738292,0.273748411198393,main_dishsideside,"['soybeanoil', 'milkwater', 'wheatflour', 'milknonfatsolids', 'milkfat', 'beetsugar', 'cottonseedoil', 'sugarcanesugar']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']['potatoflour', 'cassava', 'soybeanoil', 'cilantroleaves', 'milkfat', 'beetsugar', 'sugarcanesugar', 'peppernonbell', 'tomato', 'cornfieldstarch', 'porkmeat', 'milkwater', 'waterindirectallsources', 'beanpinkseed', 'onionbulb', 'porkmeatbyproducts', 'riceflour', 'cornfieldsyrup', 'garlicbulb', 'honey', 'cornfieldoil', 'rapeseedoil', 'cottonseedoil', 'saffloweroil', 'milknonfatsolids', 'wheatflour', 'porkfat', 'sunfloweroil']",5,2
